,Name,Unnamed: 0,MRN,Legal gender,DOB,Telephone,SSN,Doctors Name,patients_adress,Doctors Address,Health Plan Number,Date of Visit,Admission Type,Test Results,Billing Account Number,RN,Language spoken,Language written,Email,Marital status,symptoms,Contact Person Name,Date of Discharge
4890,Jessica Smith,4890,1289396669,Female,2024-01-10,+1678-986-2297,837-18-1807,Dr. Mark Martinez,"395 Jerry Mills Grantton, MA 47377","051 Clark Hill Suite 731 North Matthewfort, MS 97460",HPB-58329,2025-04-30,Urgent,Normal,,Kim Spencer,English,,Jessica.Smith@yahoo.com,Single,"fever, fatigue and difficulty breathing","Catherine Smith (father), Kevin Smith (mother)",
4891,Mark Taylor,4891,9281451681,Male,1950-02-14,+1815-103-5527,884-53-7913,Christopher Day,"0219 Courtney Squares Apt. 810 Port Cassandra, OH 95366","8503 Christine Fall South Fernandofurt, NM 75070",HPB-77367,2024-04-29,Emergency,Abnormal,#611667,Valerie Lopez,English,,Mark.Taylor@aol.com,Single,fever,Joseph Williams (friend),2024-05-05
4892,Tiffany Phillips,4892,4878490800,Female,1960-10-28,+1979-356-9185,375-60-6967,Nicole Avila,"74586 Scott Manors Laneside, NV 35775",Unit 2760 Box 7515 DPO AA 83110,HPB-96547,2023-08-10,Urgent,Inconclusive,#604995,Michael Walker,Italian,English,Tiffany.Phillips@web.com,Single,fatigue,Christopher Myers (fiancee),2023-09-04
4893,Joseph Gray,4893,7356765097,Male,1956-01-13,+1562-178-8204,340-59-1024,Jessica Bennett,"PSC 5715, Box 6165 APO AA 56298","7433 Natalie Forks Apt. 293 Annestad, AZ 73705",HPB-48167,2021-05-19,Urgent,Inconclusive,#363398,Brandon Moore,English,,Joseph.Gray@aol.com,Single,"Persistent cough with yellow or green mucus, chest congestion, fatigue",Gabriel Flowers (friend),2021-06-07
4894,Rebecca Vance,4894,2988128004,Female,1947-04-26,+1316-980-2700,875-64-9508,Michael White,"938 Cheryl Green Suite 986 Lake Craig, MA 94612","716 Joel Isle East Benjamin, OR 19340",HPB-47643,2022-02-17,Urgent,Abnormal,#374412,Claudia Wells,English,,Rebecca.Vance@dhl.com,Single,fatigue,Matthew Dean (girlfriend),2022-02-28
4895,Lindsay Villegas,4895,2468786751,Female,2005-04-28,+1804-952-2849,459-19-5960,Timothy Mcdonald,"82359 Jeffrey Rest Jacobview, NM 24023","1927 Schwartz Walks Suite 143 Dustinton, NV 02489",HPB-48854,2021-05-17,Elective,Abnormal,#682744,Gina Barnett,English,,Lindsay.Villegas@brown.com,Single,fatigue,"Kenneth Villegas (father), Laura Villegas (mother)",2021-05-21
4896,Morgan Price,4896,8111528403,Female,1984-02-29,+1218-200-2324,252-56-2050,Stephen Kelley,"36927 Timothy Island Suite 496 Richardshire, WY 63784","45932 Brett Isle Margaretfurt, MS 22764",HPB-64076,2021-09-17,Emergency,Inconclusive,#247505,Dalton Poole,English,,Morgan.Price@brown.com,Single,"Fragile bones, loss of height over time, back pain, fractures",Paula Barnes (fiancee),2021-10-03
4897,Christopher Suarez,4897,4641532613,Male,2001-04-06,+1330-827-9073,662-19-4513,David Roth,"6890 Miller Lock East Mark, MS 48389","6255 Matthew Stravenue West Frankborough, VT 74906",HPB-51878,2021-10-20,Emergency,Normal,#623634,Jennifer Frazier,English,,Christopher.Suarez@web.com,Divorced,cough and fatigue,"James Suarez (father), Maria Suarez (mother)",2021-10-21
4898,Colleen Johnston,4898,7059234473,Female,1997-01-17,+1475-574-1141,192-58-3819,Joel Johnson,"57764 Torres Roads Apt. 392 North Jenniferburgh, LA 18117","90629 Christopher Junction Rosefurt, ID 28964",HPB-95077,2022-06-21,Emergency,Abnormal,#395915,Michael Roberts,English,,Colleen.Johnston@web.com,Single,"fever, cough and fatigue",Jared Walker (fiancee),2022-06-30
4899,Nicholas Rogers,4899,6762932065,Male,2000-12-10,+1323-664-1672,644-71-6921,Nicole Weber,"86045 Diaz Glen Apt. 932 Tuckerport, VI 44212","555 Kenneth Valley Janicebury, SD 25303",HPB-32630,2020-09-20,Urgent,Normal,#272006,Jodi Hawkins,English,,Nicholas.Rogers@dhl.com,Single,"Severe upper abdominal pain, nausea, vomiting, fever, rapid pulse, swollen and tender abdomen, jaundice",Latoya Mercer (friend),2020-09-27
4900,Timothy Greer,4900,9165126411,Male,1941-01-19,+1703-675-2387,517-66-8307,Renee Nguyen,"2339 Sanchez Cliffs Mitchellfort, RI 07395",USNS Flores FPO AA 18720,HPB-47209,2020-08-24,Elective,Abnormal,#315115,William Sanchez,English,,Timothy.Greer@yahoo.com,Single,"Abdominal pain, jaundice (yellowing of the skin and eyes), unexplained weight loss, loss of appetite, fatigue, nausea, vomiting",Samuel Murray (friend),2020-09-04
4901,Daisy Reyes,4901,4782175444,Female,2020-01-25,+1580-660-1482,656-46-2677,Kelly Santos,"9491 Mason Light Suite 806 Andradeton, LA 27004","620 Charles Via Masonhaven, TX 76766",HPB-18975,2025-02-22,Emergency,Abnormal,,Michael Johns,English,,Daisy.Reyes@gmx.com,Single,fatigue,"Greg Reyes (father), Elizabeth Reyes (mother)",
4902,Julie Sawyer,4902,3535076315,Female,1993-04-17,+1408-724-8790,168-79-4541,Erin Williams,"60094 Mitchell Pike Suite 500 New James, AS 61744","85398 Clark Stream North Markborough, DE 79187",HPB-41509,2021-07-03,Emergency,Normal,#275436,Melanie Hebert,English,,Julie.Sawyer@aol.com,Single,"Fragile bones, loss of height over time, back pain, fractures",Jennifer Garcia (fiancee),2021-07-22
4903,James Smith,4903,6767802267,Male,2000-07-12,+1743-214-7374,716-93-4704,Sophia Avila,"37104 Tara Valley South Juliebury, LA 61088","859 John Ways Apt. 340 Colonberg, AR 62371",HPB-90860,2023-07-02,Emergency,Abnormal,#369261,Julie Knight,English,,James.Smith@aol.com,Divorced,High blood pressure during pregnancy,Joshua Clark (friend),2023-08-01
4904,Madison Farrell,4904,6870825651,Female,1978-01-28,+1330-902-2294,932-51-8474,Richard Lewis,"61902 David Alley Suite 055 Port Carrie, VT 85445","255 Alec Port Suite 054 Lake Michael, NV 79133",HPB-32880,2022-09-28,Emergency,Abnormal,#607996,Christopher Washington,English,,Madison.Farrell@aol.com,Single,fever,Ian Best (friend),2022-10-20
4905,Michelle Mendoza,4905,8347979133,Female,2025-01-05,+1609-427-8962,242-35-8086,Jenna Munoz,"693 Arroyo Glen Suite 746 Walshshire, TN 27034","07998 Freeman Flats Apt. 089 Edwardston, IL 48197",HPB-14507,2025-06-17,Urgent,Inconclusive,,Troy Contreras,English,,Michelle.Mendoza@yahoo.com,Single,"Severe headaches, nausea, sensitivity to light and sound","Michael Mendoza (father), Kelly Mendoza (mother)",
4906,Rebecca Taylor,4906,8012223860,Female,1989-01-22,+1570-513-2370,338-49-1186,Denise Oconnor,"392 Mcclure Ports Carlsonshire, MS 27374","164 Clark Fall East Jeremy, OH 59078",HPB-66318,2020-08-24,Urgent,Inconclusive,#420149,Brian Robinson,English,,Rebecca.Taylor@aol.com,Married,cough,Tiffany Wiley (friend),2020-09-06
4907,Jamie Liu,4907,8805528785,Female,1945-01-03,+1828-451-6441,516-54-6276,Stacey Mcclure,Unit 4215 Box 9518 DPO AP 62972,"327 Ruiz Pines Apt. 744 East Amber, CT 68704",HPB-90888,2021-04-11,Emergency,Inconclusive,#632676,Richard Harris,English,,Jamie.Liu@aol.com,Single,"fever, cough and fatigue",Tracy Wolf (girlfriend),2021-04-26
4908,Andrea Harris,4908,8675560443,Female,2004-01-09,+1520-450-9475,960-66-7014,Mariah Rich,"890 Johnson Viaduct Lake Andrewfurt, WV 16508","798 Miller Square Lake Biancaberg, AL 64856",HPB-89815,2022-04-14,Elective,Normal,#628327,Desiree Waters,English,,Andrea.Harris@dhl.com,Married,fatigue,"Jeffrey Harris (father), Jesse Harris (mother)",2022-04-22
4909,William Moon,4909,5459989378,Male,1985-02-13,+1308-258-1302,507-93-2473,Christian Williams,"498 Fuentes Trace Apt. 534 South Josephport, DC 32896","491 Miller Squares Michealburgh, PA 28350",HPB-57514,2020-07-24,Emergency,Normal,#623323,Heather Moreno,English,,William.Moon@gmail.com,Single,fever and cough,Tammy Martinez (friend),2020-08-12
4910,Robin Roy,4910,8885626827,Female,2002-06-11,+1704-898-6802,271-61-9294,Darrell Larson PhD,"45691 Victor Inlet Lake Tammy, TX 38635","8062 Holmes Hollow West Patrick, HI 54109",HPB-10576,2024-05-06,Elective,Inconclusive,#782746,Thomas Stevens,English,,Robin.Roy@web.com,Single,"fever, cough and fatigue",Janet Burgess (girlfriend),2024-06-01
4911,Phyllis Case,4911,6721081516,Female,1961-07-22,+1760-391-3444,359-20-4578,James Andersen,"90221 Mckee Curve Port Jenniferville, DE 62510","8738 Michele Harbor Apt. 874 Port Madison, IL 24594",HPB-37246,2021-10-10,Elective,Normal,#247427,Kevin Rosales,English,,Phyllis.Case@gmail.com,Married,cough and fatigue,Alejandro Larsen (friend),2021-10-12
4912,Hector Ramirez,4912,4774193552,Male,1935-07-16,+1812-721-8643,536-70-5404,Patricia Gomez,"1975 Alyssa Shoals Port Charles, NC 36200",USS Martin FPO AA 61790,HPB-89945,2023-08-17,Emergency,Abnormal,#871602,Angela Larson,English,,Hector.Ramirez@gmx.com,Divorced,"Red, scaly patches on the skin, itching",Ashley White (fiancee),2023-08-19
4913,Omar Henry,4913,3957631429,Male,2003-01-26,+1919-577-9561,367-87-1556,Jennifer Garrett,"53811 Heather Bypass North Julie, LA 37793","3685 Grant Stream Joneschester, WV 48440",HPB-45413,2021-05-12,Emergency,Inconclusive,#197482,Justin Smith MD,English,,Omar.Henry@yahoo.com,Single,fever and cough,"Anthony Henry (father), Mark Henry (mother)",2021-05-17
4914,James Martin,4914,6603657383,Male,1988-03-27,+1726-231-2680,131-27-1980,Kayla Mcdonald,"35179 Barbara Common Suite 297 Jacobmouth, WI 56541","78929 Cannon Way Apt. 219 Geneland, LA 05256",HPB-38061,2023-06-13,Elective,Inconclusive,#370703,Amber Price,Spanish,English,James.Martin@yahoo.com,Married,fever,Todd Malone (fiancee),2023-07-07
4915,Michelle Mendoza,4915,8347979133,Female,2025-01-05,+1609-427-8962,242-35-8086,Christopher Martinez,"693 Arroyo Glen Suite 746 Walshshire, TN 27034",Unit 8479 Box 6050 DPO AP 95805,HPB-14507,2025-06-17,Urgent,Normal,,Ms. Lisa Barnett,English,,Michelle.Mendoza@yahoo.com,Single,"Recurrent episodes of wheezing, shortness of breath, chest tightness, coughing, especially at night or in response to triggers such as allergens or exercise","Samantha Mendoza (father), Jeremy Mendoza (mother)",
4916,Donna Barber,4916,4932464669,Female,1957-07-01,+1907-857-5810,670-12-2465,Mark Callahan,"88071 Juarez Canyon South Michelleberg, PR 73402","38034 Thompson Forest Townsendview, MA 01726",HPB-48581,2023-07-25,Urgent,Abnormal,#830125,Aaron Andrews,English,,Donna.Barber@aol.com,Single,"Intense joint pain, swelling, redness",Lisa Rivera (girlfriend),2023-08-05
4917,Kari Hall,4917,1725988760,Female,1943-02-09,+1717-434-8828,857-92-2431,Megan Price,"10254 Keith Street South Markberg, OR 44124","2851 Alejandro Gardens Suite 375 Tylerstad, CA 10860",HPB-22570,2021-03-23,Urgent,Normal,#771529,Tonya Hodges,English,,Kari.Hall@web.com,Single,"Fatigue, abdominal swelling or pain, enlarged liver, elevated liver enzymes, insulin resistance",Dana Clark (fiancee),2021-04-20
4918,Jessica Weaver,4918,7396914764,Female,1935-08-14,+1336-458-3972,546-34-1221,Ana Adams,"5520 Michael Land New Markfort, CT 90915","83342 Toni Vista Suite 392 Johnsonview, LA 05174",HPB-68794,2023-09-08,Elective,Inconclusive,#456742,Stephanie Wells,English,,Jessica.Weaver@brown.com,Single,"Recurrent episodes of wheezing, shortness of breath, chest tightness, coughing, especially at night or in response to triggers such as allergens or exercise",Stephen Lutz (fiancee),2023-09-14
4919,Sarah Rose,4919,1483448083,Female,1984-01-05,+1303-898-4688,767-26-7375,Vincent Kelly,"172 Zachary Mission Apt. 794 Mckenzieshire, FL 35100","938 Pham Overpass Apt. 112 East Robert, LA 17293",HPB-46418,2023-10-24,Emergency,Normal,#489423,Steven Garrison,English,,Sarah.Rose@yahoo.com,Married,"Flu-like symptoms (fever, headache, fatigue), anxiety, confusion, hallucinations, difficulty swallowing",Shannon Roberts (friend),2023-11-10
4920,Joel Hicks,4920,1010361319,Male,1956-02-24,+1952-789-2655,610-92-6457,Corey Martin,"778 Christina Light East Kyle, WI 29964",Unit 9087 Box 9957 DPO AP 87116,HPB-88996,2020-08-21,Elective,Inconclusive,#867201,Charles Kaiser,English,,Joel.Hicks@aol.com,Married,"High fever, body aches, fatigue, cough, sore throat, congestion",Patricia Paul (girlfriend),2020-08-27
4921,Travis Barber,4921,5154726379,Male,2002-12-29,+1331-178-5173,160-45-6479,Christina Hahn,"11143 Johnny Fords Apt. 774 Patrickside, AK 88384","45867 Danielle Mountain Suite 215 Hicksberg, FL 82306",HPB-33543,2019-11-14,Emergency,Normal,#118489,Tiffany Griffith,English,,Travis.Barber@web.com,Single,"fever, fatigue and difficulty breathing","April Barber (father), Kenneth Barber (mother)",2019-12-09
4922,Jon Simpson,4922,8715720398,Male,1959-06-20,+1303-943-6021,686-81-3814,Kristi Baker,"1234 Nicolas Key Port Nancyshire, CA 61049","53080 Taylor Divide Apt. 057 Meaganland, AL 37067",HPB-55043,2020-06-29,Emergency,Inconclusive,#601187,Michael Wells,English,,Jon.Simpson@dhl.com,Single,"Chest pain or discomfort (angina), shortness of breath, fatigue, irregular heartbeat, dizziness, nausea, sweating, jaw or arm pain (in some cases), heart attack (when a coronary artery becomes completely blocked)",Sharon Young (friend),2020-07-24
4923,Lisa Wilkinson,4923,9497795298,Female,1970-03-18,+1719-124-5299,883-91-5372,Daniel Hoover,"85431 Greene Plaza Julieberg, WV 59924","83247 Gardner Orchard Apt. 115 West Michaelstad, OH 51085",HPB-14468,2019-10-24,Urgent,Normal,#313381,Lauren Miller,English,,Lisa.Wilkinson@aol.com,Single,fever,Corey Brown (girlfriend),2019-11-19
4924,Kaylee Jones,4924,6329167729,Female,1955-01-17,+1442-490-6789,421-98-6636,Joshua Harvey,"036 Williams Plaza Suite 501 Lake Sandra, AS 12899",Unit 4480 Box 8897 DPO AP 67513,HPB-41057,2022-03-19,Urgent,Inconclusive,#133209,Jessica Smith,German,English,Kaylee.Jones@dhl.com,Married,fever and cough,Corey Barnes (friend),2022-03-29
4925,Arthur Dalton,4925,9350881959,Male,1975-01-15,+1704-676-1156,371-26-3111,Paul Walters,"8234 Fox Road Suite 169 East Ronaldburgh, HI 35927","227 Holt Run Apt. 720 West Michael, MS 34417",HPB-32142,2021-02-24,Elective,Inconclusive,#302443,Susan Hughes,English,,Arthur.Dalton@yahoo.com,Single,"Fatigue, weight gain, sensitivity to cold, dry skin, constipation, depression, muscle weakness, elevated cholesterol levels",Tammie Cooper (friend),2021-03-12
4926,Kevin Rocha,4926,1462969105,Male,1998-01-08,+1817-204-5318,232-77-2251,Crystal Ramos,"46309 Jesse Walks Janetmouth, NE 30617","96894 Shelton Crescent Suite 233 New Bryan, CA 29204",HPB-18965,2024-03-31,Emergency,Normal,#523642,Charles Golden,English,,Kevin.Rocha@yahoo.com,Single,"Fragile bones, loss of height over time, back pain, fractures",Jessica Strickland (friend),2024-04-13
4927,Jessica Murphy,4927,4706445259,Female,1961-01-10,+1619-145-1333,487-61-5102,Kirk Robbins PhD,"09121 Walker Garden Suite 523 East Sarahaven, FM 10406","314 Andrea Stream Apt. 491 Coffeyshire, TN 01564",HPB-19642,2020-09-04,Urgent,Abnormal,#201887,Carl Houston,English,,Jessica.Murphy@gmail.com,Divorced,"Sudden numbness or weakness of the face, arm, or leg (typically on one side of the body), confusion, trouble speaking or understanding, severe headache",Roger Powell (girlfriend),2020-09-09
4928,Mason Nixon,4928,8421832999,Male,1986-06-13,+1309-100-9642,745-99-6902,Joseph Perkins,"28726 Amber Plaza Hancockfurt, AZ 93846","67171 Green Ports Apt. 129 Taylorfort, MO 65076",HPB-81965,2024-01-01,Elective,Normal,#935280,Kathleen Lam,English,,Mason.Nixon@gmail.com,Widowed,"Fatigue, abdominal swelling or pain, enlarged liver, elevated liver enzymes, insulin resistance",William Rodriguez (friend),2024-01-20
4929,Priscilla Rodgers,4929,6652812975,Female,1989-01-09,+1559-656-8552,822-48-4433,Michael Morse,"5277 Durham Fall Jacobmouth, SD 72986","3504 Zhang Fort Lake Lauraland, FM 50162",HPB-96090,2021-04-17,Urgent,Abnormal,#858893,Daniel Olsen,English,,Priscilla.Rodgers@web.com,Divorced,"Fatigue, weight gain, sensitivity to cold, dry skin, constipation, depression, muscle weakness, elevated cholesterol levels",Michael Cole (fiancee),2021-05-12
4930,Crystal Cabrera,4930,2751906514,Female,2007-02-03,+1308-545-1486,858-85-3325,Amy Brown DVM,"956 Hall Vista New Leetown, DC 83523","24651 Barry Road Reginaside, RI 19318",HPB-29300,2023-02-01,Urgent,Abnormal,#195995,Carl Brown,English,,Crystal.Cabrera@gmail.com,Widowed,"fever, cough and fatigue","Bethany Cabrera (father), Tanya Cabrera (mother)",2023-02-19
4931,Oscar Mcneil,4931,5511063989,Male,1976-02-04,+1814-383-8706,722-44-4969,Jim Coleman,"323 Allen Trafficway West Deborah, DC 98099","727 Hart Plaza Ginachester, VA 08845",HPB-47306,2021-03-31,Elective,Inconclusive,#917241,Michael Moss,English,,Oscar.Mcneil@aol.com,Married,"cough, fatigue and difficulty breathing",Andrea Fisher (girlfriend),2021-04-13
4932,Richard Martin,4932,8255599089,Male,1947-08-28,+1678-926-6251,933-24-3831,Traci House,USNV Kirby FPO AE 64158,"2104 Mary Lights East Ashley, OH 37579",HPB-84390,2020-09-19,Urgent,Normal,#164259,Mary Harris,English,,Richard.Martin@aol.com,Divorced,"Recurrent episodes of wheezing, shortness of breath, chest tightness, coughing, especially at night or in response to triggers such as allergens or exercise",Kathy Miller (fiancee),2020-09-22
4933,James Collier,4933,2488527769,Male,1985-03-16,+1209-481-5864,344-43-6299,Eric Roy,"6673 Patrick Squares Lake Johnny, WY 23743","3232 Norris Walk South Elizabeth, KY 66720",HPB-50135,2020-12-04,Urgent,Inconclusive,#553618,Patricia Marsh,English,Italian,James.Collier@brown.com,Married,"fever, cough and fatigue",Robert Perez (friend),2020-12-07
4934,Robin Jackson,4934,3528028869,Female,1978-01-24,+1831-994-7268,311-95-6933,Donald Ramos,"0183 Sergio Plain Johnsonport, IN 22664","990 Timothy Hill Suite 272 Lake Tiffany, FM 42613",HPB-44879,2022-01-21,Emergency,Normal,#610739,Elaine Moore,English,,Robin.Jackson@brown.com,Single,"Recurrent, disabling migraines",Adam Patrick (fiancee),2022-01-22
4935,James Smith,4935,6767802267,Male,2000-07-12,+1743-214-7374,716-93-4704,Regina Owen,Unit 6322 Box 2833 DPO AA 41718,"7892 Padilla Center Apt. 435 Johnhaven, GA 82092",HPB-90860,2019-09-08,Elective,Abnormal,#400057,Stephen Flores,English,,James.Smith@aol.com,Divorced,fatigue,Mark Green (fiancee),2019-09-24
4936,Austin Cordova,4936,5234220873,Male,2007-06-11,+1901-159-1078,340-46-8774,Jennifer Smith,"7520 Wendy Place Suite 979 Batesborough, AZ 10629","10980 Jeremy Corners Suite 949 South Lisaview, VI 57535",HPB-68338,2024-01-02,Elective,Inconclusive,#230036,William Brown,English,,Austin.Cordova@gmail.com,Single,"fever, fatigue and difficulty breathing","Melissa Cordova (father), Monica Cordova (mother)",2024-01-24
4937,Wendy Morris,4937,3106079080,Female,2006-01-18,+1901-767-2743,997-45-4549,Rodney Maddox MD,"PSC 1886, Box 1400 APO AP 16607","277 Jessica Motorway Lake Leahport, LA 35813",HPB-69594,2023-02-11,Elective,Abnormal,#596235,Thomas Phillips,English,,Wendy.Morris@yahoo.com,Divorced,"Joint pain, stiffness, swelling, fatigue, loss of appetite","Robert Morris (father), Lauren Morris (mother)",2023-02-28
4938,Rebecca Jones,4938,5667461747,Female,1959-03-28,+1936-561-7185,534-53-2972,Dale Fry,"047 Latoya Street Mendezview, OR 86139","362 Miller Manors Apt. 778 North Cynthiatown, MS 54432",HPB-28906,2023-09-09,Urgent,Normal,#435753,Sabrina Alexander,English,,Rebecca.Jones@yahoo.com,Married,"Persistent cough with yellow or green mucus, chest congestion, fatigue",Nicole Williams (friend),2023-10-04
4939,Andrea Schmidt,4939,1686635018,Female,1996-04-07,+1539-421-7195,592-95-4028,Stephanie Benjamin,"0834 Holmes Garden Suite 345 New Carolineshire, OR 22871","895 Shaw Lane Apt. 653 South Rebekahborough, KY 27004",HPB-63265,2019-08-27,Emergency,Inconclusive,#550785,Megan Peters,English,,Andrea.Schmidt@yahoo.com,Single,"Itchy, red, inflamed skin, rash",Brandon Morgan (friend),2019-09-21
